@RELATION snake_game

@ATTRIBUTE snake_pos_x numeric
@ATTRIBUTE snake_pos_y numeric
@ATTRIBUTE snake_body_length numeric
@ATTRIBUTE food_pos_x numeric
@ATTRIBUTE food_pos_y numeric
@ATTRIBUTE horizontal_distance numeric
@ATTRIBUTE vertical_distance numeric
@ATTRIBUTE score numeric
@ATTRIBUTE left_safe numeric
@ATTRIBUTE right_safe numeric
@ATTRIBUTE up_safe numeric
@ATTRIBUTE down_safe numeric
@ATTRIBUTE left_distance numeric
@ATTRIBUTE right_distance numeric
@ATTRIBUTE up_distance numeric
@ATTRIBUTE down_distance numeric
@ATTRIBUTE food_in_row numeric
@ATTRIBUTE food_in_col numeric
@ATTRIBUTE food_in_up numeric
@ATTRIBUTE food_in_down numeric
@ATTRIBUTE food_in_left numeric
@ATTRIBUTE food_in_right numeric
@attribute New_direction {'0','1','2','3'}

@DATA
310,170,19,450,230,140,60,925,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
310,180,19,450,230,140,50,924,0,1,0,1,480,480,10,480,1,1,0,1,0,1,1
320,180,19,450,230,130,50,923,0,1,1,1,10,480,480,480,1,1,0,1,0,1,1
330,180,19,450,230,120,50,922,0,1,1,1,10,480,480,480,1,1,0,1,0,1,1
340,180,19,450,230,110,50,921,0,1,1,1,10,480,480,480,1,1,0,1,0,1,1
350,180,19,450,230,100,50,920,0,1,1,1,10,480,480,480,1,1,0,1,0,1,1
360,180,19,450,230,90,50,919,0,1,1,1,10,480,480,480,1,1,0,1,0,1,1
370,180,19,450,230,80,50,918,0,1,0,1,10,480,480,480,1,1,0,1,0,1,3
370,190,19,450,230,80,40,917,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
370,200,19,450,230,80,30,916,0,1,0,1,480,480,10,480,1,1,0,1,0,1,1
380,200,19,450,230,70,30,915,0,1,1,1,10,480,480,480,1,1,0,1,0,1,1
390,200,19,450,230,60,30,914,0,1,1,1,10,480,480,480,1,1,0,1,0,1,1
400,200,19,450,230,50,30,913,0,1,1,1,10,480,480,480,1,1,0,1,0,1,1
410,200,19,450,230,40,30,912,0,1,1,1,10,480,480,480,1,1,0,1,0,1,1
420,200,19,450,230,30,30,911,0,1,1,1,10,480,480,480,1,1,0,1,0,1,1
430,200,19,450,230,20,30,910,0,1,1,1,10,480,480,480,1,1,0,1,0,1,1
440,200,19,450,230,10,30,909,0,1,1,1,10,480,480,480,1,1,0,1,0,1,1
450,200,19,450,230,0,30,908,0,1,0,1,10,480,480,480,0,1,0,1,0,0,3
450,210,19,450,230,0,20,907,1,1,0,1,480,480,10,480,0,1,0,1,0,0,3
450,220,19,450,230,0,10,906,1,1,0,1,480,480,10,480,0,1,0,1,0,0,3
450,230,20,320,250,-130,20,1006,1,1,0,1,480,480,10,480,0,1,0,1,1,0,3
450,240,20,320,250,-130,10,1005,1,1,0,1,480,480,10,480,0,1,0,1,1,0,3
450,250,20,320,250,-130,0,1004,1,1,0,1,480,480,10,480,1,0,0,0,1,0,3
450,260,20,320,250,-130,-10,1003,1,1,0,1,480,480,10,480,0,0,1,0,1,0,3
450,270,20,320,250,-130,-20,1002,1,0,0,1,480,480,10,480,0,0,1,0,1,0,0
440,270,20,320,250,-120,-20,1001,1,0,1,1,480,10,70,480,0,0,1,0,1,0,0
430,270,20,320,250,-110,-20,1000,1,0,1,1,480,10,70,480,0,0,1,0,1,0,0
420,270,20,320,250,-100,-20,999,1,0,1,1,480,10,70,480,0,0,1,0,1,0,0
410,270,20,320,250,-90,-20,998,1,0,1,0,480,10,70,480,0,0,1,0,1,0,2
410,260,20,320,250,-90,-10,997,1,0,1,0,480,40,60,10,0,0,1,0,1,0,0
400,260,20,320,250,-80,-10,996,1,0,1,1,480,10,60,480,0,0,1,0,1,0,0
390,260,20,320,250,-70,-10,995,1,0,1,1,480,10,480,480,0,0,1,0,1,0,0
380,260,20,320,250,-60,-10,994,1,0,1,1,480,10,480,480,0,0,1,0,1,0,0
370,260,20,320,250,-50,-10,993,1,0,1,1,480,10,480,480,0,0,1,0,1,0,0
360,260,20,320,250,-40,-10,992,1,0,1,0,480,10,480,480,0,0,1,0,1,0,2
360,250,20,320,250,-40,0,991,1,0,1,0,480,90,480,10,1,0,0,0,1,0,0
350,250,20,320,250,-30,0,990,1,0,1,1,480,10,480,480,1,0,0,0,1,0,0
340,250,20,320,250,-20,0,989,1,0,1,1,480,10,480,480,1,0,0,0,1,0,0
330,250,20,320,250,-10,0,988,1,0,1,1,480,10,480,480,1,0,0,0,1,0,0
320,250,21,330,180,10,-70,1088,1,0,1,1,480,10,480,480,1,0,1,0,0,1,0
310,250,21,330,180,20,-70,1087,1,0,1,1,480,10,480,480,1,0,1,0,0,1,0
300,250,21,330,180,30,-70,1086,1,0,1,0,480,10,480,480,1,0,1,0,0,1,2
300,240,21,330,180,30,-60,1085,1,1,1,0,480,480,480,10,1,0,1,0,0,1,2
300,230,21,330,180,30,-50,1084,1,1,1,0,480,480,480,10,1,0,1,0,0,1,2
300,220,21,330,180,30,-40,1083,0,1,1,0,480,480,480,10,1,0,1,0,0,1,1
310,220,21,330,180,20,-40,1082,0,1,1,1,10,480,480,30,1,0,1,0,0,1,1
320,220,21,330,180,10,-40,1081,0,1,1,1,10,480,480,30,1,0,1,0,0,1,1
330,220,21,330,180,0,-40,1080,0,1,1,0,10,480,480,30,0,1,1,0,0,0,2
330,210,21,330,180,0,-30,1079,1,1,1,0,480,480,480,10,0,1,1,0,0,0,2
330,200,21,330,180,0,-20,1078,1,1,1,0,480,480,480,10,0,1,1,0,0,0,2
330,190,21,330,180,0,-10,1077,1,1,1,0,480,480,480,10,0,1,1,0,0,0,2
330,180,22,310,180,-20,0,1177,1,1,1,0,480,480,480,10,1,0,0,0,1,0,2
330,170,22,310,180,-20,10,1176,1,1,1,0,480,480,480,10,0,1,0,1,1,0,2
330,160,22,310,180,-20,20,1175,1,1,1,0,480,480,480,10,0,1,0,1,1,0,2
330,150,22,310,180,-20,30,1174,1,0,1,0,480,480,480,10,0,1,0,1,1,0,0
320,150,22,310,180,-10,30,1173,1,0,1,1,480,10,480,70,0,1,0,1,1,0,0
310,150,22,310,180,0,30,1172,1,0,1,1,480,10,480,70,0,1,0,1,0,0,0
300,150,22,310,180,10,30,1171,1,0,1,1,480,10,480,70,1,1,0,1,0,1,0
290,150,22,310,180,20,30,1170,1,0,1,1,480,10,480,480,1,1,0,1,0,1,0
280,150,22,310,180,30,30,1169,1,0,1,1,480,10,480,480,1,1,0,1,0,1,0
270,150,22,310,180,40,30,1168,1,0,1,1,480,10,480,480,1,1,0,1,0,1,0
260,150,22,310,180,50,30,1167,1,0,1,1,480,10,480,480,1,1,0,1,0,1,0
250,150,22,310,180,60,30,1166,1,0,1,1,480,10,480,480,1,1,0,1,0,1,0
240,150,22,310,180,70,30,1165,1,0,1,1,480,10,480,480,1,1,0,1,0,1,0
230,150,22,310,180,80,30,1164,1,0,1,1,480,10,480,480,1,1,0,1,0,1,0
220,150,22,310,180,90,30,1163,1,0,1,1,480,10,480,480,1,1,0,1,0,1,0
210,150,22,310,180,100,30,1162,1,0,1,1,480,10,480,480,1,1,0,1,0,1,0
200,150,22,310,180,110,30,1161,1,0,0,1,480,10,480,480,1,1,0,1,0,1,3
200,160,22,310,180,110,20,1160,1,1,0,1,480,130,10,480,1,1,0,1,0,1,3
200,170,22,310,180,110,10,1159,1,1,0,1,480,130,10,480,1,1,0,1,0,1,3
200,180,22,310,180,110,0,1158,0,1,0,1,480,130,10,480,1,0,0,0,0,1,1
210,180,22,310,180,100,0,1157,0,1,1,1,10,120,30,480,1,0,0,0,0,1,1
220,180,22,310,180,90,0,1156,0,1,1,1,10,110,30,480,1,0,0,0,0,1,1
230,180,22,310,180,80,0,1155,0,1,1,1,10,480,30,480,1,0,0,0,0,1,1
240,180,22,310,180,70,0,1154,0,1,1,1,10,480,30,480,1,0,0,0,0,1,1
250,180,22,310,180,60,0,1153,0,1,1,1,10,480,30,480,1,0,0,0,0,1,1
260,180,22,310,180,50,0,1152,0,1,1,1,10,480,30,480,1,0,0,0,0,1,1
270,180,22,310,180,40,0,1151,0,1,1,1,10,480,30,480,1,0,0,0,0,1,1
280,180,22,310,180,30,0,1150,0,1,1,1,10,480,30,480,1,0,0,0,0,1,1
290,180,22,310,180,20,0,1149,0,1,1,1,10,480,30,480,1,0,0,0,0,1,1
300,180,22,310,180,10,0,1148,0,1,1,1,10,480,480,480,1,0,0,0,0,1,1
310,180,23,450,150,140,-30,1248,0,1,1,1,10,480,480,480,1,0,1,0,0,1,1
320,180,23,450,150,130,-30,1247,0,1,1,1,10,480,480,480,1,0,1,0,0,1,1
330,180,23,450,150,120,-30,1246,0,1,1,1,10,480,480,480,1,0,1,0,0,1,1
340,180,23,450,150,110,-30,1245,0,1,1,1,10,480,480,480,1,0,1,0,0,1,1
350,180,23,450,150,100,-30,1244,0,1,1,1,10,480,480,480,1,0,1,0,0,1,1
360,180,23,450,150,90,-30,1243,0,1,1,1,10,480,480,480,1,0,1,0,0,1,1
370,180,23,450,150,80,-30,1242,0,1,1,1,10,480,480,480,1,0,1,0,0,1,1
380,180,23,450,150,70,-30,1241,0,1,1,1,10,480,480,480,1,0,1,0,0,1,1
390,180,23,450,150,60,-30,1240,0,1,1,1,10,480,480,480,1,0,1,0,0,1,1
400,180,23,450,150,50,-30,1239,0,1,1,1,10,480,480,480,1,0,1,0,0,1,1
410,180,23,450,150,40,-30,1238,0,1,1,1,10,480,480,480,1,0,1,0,0,1,1
420,180,23,450,150,30,-30,1237,0,1,1,1,10,480,480,480,1,0,1,0,0,1,1
430,180,23,450,150,20,-30,1236,0,1,1,1,10,480,480,480,1,0,1,0,0,1,1
440,180,23,450,150,10,-30,1235,0,1,1,1,10,480,480,480,1,0,1,0,0,1,1
450,180,23,450,150,0,-30,1234,0,1,1,0,10,480,480,480,0,1,1,0,0,0,2
450,170,23,450,150,0,-20,1233,1,1,1,0,480,480,480,10,0,1,1,0,0,0,2
450,160,23,450,150,0,-10,1232,1,1,1,0,480,480,480,10,0,1,1,0,0,0,2
450,150,24,160,30,-290,-120,1332,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
450,140,24,160,30,-290,-110,1331,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
450,130,24,160,30,-290,-100,1330,1,0,1,0,480,480,480,10,0,0,1,0,1,0,0
440,130,24,160,30,-280,-100,1329,1,0,1,1,480,10,480,50,0,0,1,0,1,0,0
430,130,24,160,30,-270,-100,1328,1,0,1,1,480,10,480,50,0,0,1,0,1,0,0
420,130,24,160,30,-260,-100,1327,1,0,1,1,480,10,480,50,0,0,1,0,1,0,0
410,130,24,160,30,-250,-100,1326,1,0,1,0,480,10,480,50,0,0,1,0,1,0,2
410,120,24,160,30,-250,-90,1325,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
410,110,24,160,30,-250,-80,1324,1,0,1,0,480,480,480,10,0,0,1,0,1,0,0
400,110,24,160,30,-240,-80,1323,1,0,1,1,480,10,480,70,0,0,1,0,1,0,0
390,110,24,160,30,-230,-80,1322,1,0,1,1,480,10,480,70,0,0,1,0,1,0,0
380,110,24,160,30,-220,-80,1321,1,0,1,0,480,10,480,70,0,0,1,0,1,0,2
380,100,24,160,30,-220,-70,1320,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
380,90,24,160,30,-220,-60,1319,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
380,80,24,160,30,-220,-50,1318,1,0,1,0,480,480,480,10,0,0,1,0,1,0,0
370,80,24,160,30,-210,-50,1317,1,0,1,0,480,10,480,480,0,0,1,0,1,0,2
370,70,24,160,30,-210,-40,1316,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
370,60,24,160,30,-210,-30,1315,1,0,1,0,480,480,480,10,0,0,1,0,1,0,0
360,60,24,160,30,-200,-30,1314,1,0,1,1,480,10,480,480,0,0,1,0,1,0,0
350,60,24,160,30,-190,-30,1313,1,0,1,1,480,10,480,480,0,0,1,0,1,0,0
340,60,24,160,30,-180,-30,1312,1,0,1,1,480,10,480,480,0,0,1,0,1,0,0
330,60,24,160,30,-170,-30,1311,1,0,1,1,480,10,480,480,0,0,1,0,1,0,0
320,60,24,160,30,-160,-30,1310,1,0,1,1,480,10,480,480,0,0,1,0,1,0,0
310,60,24,160,30,-150,-30,1309,1,0,1,1,480,10,480,480,0,0,1,0,1,0,0
300,60,24,160,30,-140,-30,1308,1,0,1,1,480,10,480,480,0,0,1,0,1,0,0
290,60,24,160,30,-130,-30,1307,1,0,1,0,480,10,480,480,0,0,1,0,1,0,2
290,50,24,160,30,-130,-20,1306,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
290,40,24,160,30,-130,-10,1305,1,0,1,0,480,480,480,10,0,0,1,0,1,0,0
280,40,24,160,30,-120,-10,1304,1,0,1,1,480,10,480,480,0,0,1,0,1,0,0
270,40,24,160,30,-110,-10,1303,1,0,1,1,480,10,480,480,0,0,1,0,1,0,0
260,40,24,160,30,-100,-10,1302,1,0,1,0,480,10,480,480,0,0,1,0,1,0,2
260,30,24,160,30,-100,0,1301,1,1,1,0,480,480,480,10,1,0,0,0,1,0,2
260,20,24,160,30,-100,10,1300,1,0,1,0,480,480,480,10,0,1,0,1,1,0,0
250,20,24,160,30,-90,10,1299,1,0,1,1,480,10,480,480,0,1,0,1,1,0,0
240,20,24,160,30,-80,10,1298,1,0,1,1,480,10,480,480,0,1,0,1,1,0,0
230,20,24,160,30,-70,10,1297,1,0,1,1,480,10,480,480,0,1,0,1,1,0,0
220,20,24,160,30,-60,10,1296,1,0,1,1,480,10,480,480,0,1,0,1,1,0,0
210,20,24,160,30,-50,10,1295,1,0,1,1,480,10,480,480,0,1,0,1,1,0,0
200,20,24,160,30,-40,10,1294,1,0,1,1,480,10,480,480,0,1,0,1,1,0,0
190,20,24,160,30,-30,10,1293,1,0,1,1,480,10,480,480,0,1,0,1,1,0,0
180,20,24,160,30,-20,10,1292,1,0,1,1,480,10,480,480,0,1,0,1,1,0,0
170,20,24,160,30,-10,10,1291,1,0,1,1,480,10,480,480,0,1,0,1,1,0,0
160,20,24,160,30,0,10,1290,1,0,0,1,480,10,480,480,0,1,0,1,0,0,3
160,30,25,230,330,70,300,1390,1,1,0,1,480,100,10,480,1,1,0,1,0,1,3
160,40,25,230,330,70,290,1389,1,1,0,1,480,100,10,480,1,1,0,1,0,1,3
160,50,25,230,330,70,280,1388,1,1,0,1,480,130,10,480,1,1,0,1,0,1,3
160,60,25,230,330,70,270,1387,1,1,0,1,480,130,10,480,1,1,0,1,0,1,3
160,70,25,230,330,70,260,1386,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
160,80,25,230,330,70,250,1385,0,1,0,1,480,480,10,480,1,1,0,1,0,1,1
170,80,25,230,330,60,250,1384,0,1,1,1,10,480,60,480,1,1,0,1,0,1,1
180,80,25,230,330,50,250,1383,0,1,1,1,10,480,60,480,1,1,0,1,0,1,1
190,80,25,230,330,40,250,1382,0,1,1,1,10,480,60,480,1,1,0,1,0,1,1
200,80,25,230,330,30,250,1381,0,1,0,1,10,480,60,480,1,1,0,1,0,1,3
200,90,25,230,330,30,240,1380,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
200,100,25,230,330,30,230,1379,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
200,110,25,230,330,30,220,1378,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
200,120,25,230,330,30,210,1377,0,1,0,1,480,480,10,480,1,1,0,1,0,1,1
210,120,25,230,330,20,210,1376,0,1,0,1,10,480,100,480,1,1,0,1,0,1,3
210,130,25,230,330,20,200,1375,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
210,140,25,230,330,20,190,1374,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
210,150,25,230,330,20,180,1373,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
210,160,25,230,330,20,170,1372,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
210,170,25,230,330,20,160,1371,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
210,180,25,230,330,20,150,1370,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
210,190,25,230,330,20,140,1369,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
210,200,25,230,330,20,130,1368,0,1,0,1,480,480,10,480,1,1,0,1,0,1,1
220,200,25,230,330,10,130,1367,0,1,0,1,10,480,480,480,1,1,0,1,0,1,3
220,210,25,230,330,10,120,1366,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
220,220,25,230,330,10,110,1365,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
220,230,25,230,330,10,100,1364,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
220,240,25,230,330,10,90,1363,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
220,250,25,230,330,10,80,1362,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
220,260,25,230,330,10,70,1361,0,1,0,1,480,480,10,480,1,1,0,1,0,1,1
230,260,25,230,330,0,70,1360,0,1,0,1,10,480,480,480,0,1,0,1,0,0,3
230,270,25,230,330,0,60,1359,1,1,0,1,480,480,10,480,0,1,0,1,0,0,3
230,280,25,230,330,0,50,1358,1,1,0,1,480,480,10,480,0,1,0,1,0,0,3
230,290,25,230,330,0,40,1357,1,1,0,1,480,480,10,480,0,1,0,1,0,0,3
230,300,25,230,330,0,30,1356,1,1,0,1,480,480,10,480,0,1,0,1,0,0,3
230,310,25,230,330,0,20,1355,1,1,0,1,480,480,10,480,0,1,0,1,0,0,3
230,320,25,230,330,0,10,1354,1,1,0,1,480,480,10,480,0,1,0,1,0,0,3
230,330,26,130,260,-100,-70,1454,1,1,0,1,480,480,10,480,0,0,1,0,1,0,3
230,340,26,130,260,-100,-80,1453,0,1,0,1,480,480,10,480,0,0,1,0,1,0,1
240,340,26,130,260,-110,-80,1452,0,1,1,1,10,480,480,480,0,0,1,0,1,0,1
250,340,26,130,260,-120,-80,1451,0,1,1,1,10,480,480,480,0,0,1,0,1,0,1
260,340,26,130,260,-130,-80,1450,0,1,1,1,10,480,480,480,0,0,1,0,1,0,1
270,340,26,130,260,-140,-80,1449,0,1,1,1,10,480,480,480,0,0,1,0,1,0,1
280,340,26,130,260,-150,-80,1448,0,1,1,1,10,480,480,480,0,0,1,0,1,0,1
290,340,26,130,260,-160,-80,1447,0,1,1,0,10,480,480,480,0,0,1,0,1,0,2
290,330,26,130,260,-160,-70,1446,1,1,1,0,60,480,480,10,0,0,1,0,1,0,2
290,320,26,130,260,-160,-60,1445,1,1,1,0,60,480,480,10,0,0,1,0,1,0,2
290,310,26,130,260,-160,-50,1444,1,1,1,0,60,480,480,10,0,0,1,0,1,0,2
290,300,26,130,260,-160,-40,1443,1,1,1,0,60,480,480,10,0,0,1,0,1,0,2
290,290,26,130,260,-160,-30,1442,1,1,1,0,60,480,480,10,0,0,1,0,1,0,2
290,280,26,130,260,-160,-20,1441,1,1,1,0,60,480,480,10,0,0,1,0,1,0,2
290,270,26,130,260,-160,-10,1440,1,1,1,0,60,480,480,10,0,0,1,0,1,0,2
290,260,26,130,260,-160,0,1439,1,1,1,0,60,480,480,10,1,0,0,0,1,0,2
290,250,26,130,260,-160,10,1438,1,0,1,0,70,480,480,10,0,1,0,1,1,0,0
280,250,26,130,260,-150,10,1437,1,0,1,1,480,10,480,90,0,1,0,1,1,0,0
270,250,26,130,260,-140,10,1436,1,0,1,1,480,10,480,90,0,1,0,1,1,0,0
260,250,26,130,260,-130,10,1435,1,0,1,1,480,10,480,90,0,1,0,1,1,0,0
250,250,26,130,260,-120,10,1434,1,0,1,1,480,10,480,90,0,1,0,1,1,0,0
240,250,26,130,260,-110,10,1433,1,0,1,1,480,10,480,90,0,1,0,1,1,0,0
230,250,26,130,260,-100,10,1432,1,0,1,1,480,10,480,50,0,1,0,1,1,0,0
220,250,26,130,260,-90,10,1431,1,0,1,1,480,10,480,480,0,1,0,1,1,0,0
210,250,26,130,260,-80,10,1430,1,0,1,1,480,10,480,480,0,1,0,1,1,0,0
200,250,26,130,260,-70,10,1429,1,0,0,1,480,10,480,480,0,1,0,1,1,0,3
200,260,26,130,260,-70,0,1428,1,1,0,1,480,90,10,480,1,0,0,0,1,0,3
200,270,26,130,260,-70,-10,1427,1,0,0,1,480,90,10,480,0,0,1,0,1,0,0
190,270,26,130,260,-60,-10,1426,1,0,1,1,480,10,480,480,0,0,1,0,1,0,0
180,270,26,130,260,-50,-10,1425,1,0,1,1,480,10,480,480,0,0,1,0,1,0,0
170,270,26,130,260,-40,-10,1424,1,0,1,1,480,10,480,480,0,0,1,0,1,0,0
160,270,26,130,260,-30,-10,1423,1,0,1,1,480,10,480,480,0,0,1,0,1,0,0
150,270,26,130,260,-20,-10,1422,1,0,1,1,480,10,480,480,0,0,1,0,1,0,0
140,270,26,130,260,-10,-10,1421,1,0,1,0,480,10,480,480,0,0,1,0,1,0,2
140,260,26,130,260,-10,0,1420,1,1,1,0,480,60,480,10,1,0,0,0,1,0,2
140,250,26,130,260,-10,10,1419,1,1,1,0,480,60,480,10,0,1,0,1,1,0,2
140,240,26,130,260,-10,20,1418,1,1,1,0,480,480,480,10,0,1,0,1,1,0,2
140,230,26,130,260,-10,30,1417,1,1,1,0,480,480,480,10,0,1,0,1,1,0,2
140,220,26,130,260,-10,40,1416,1,1,1,0,480,480,480,10,0,1,0,1,1,0,2
140,210,26,130,260,-10,50,1415,1,1,1,0,480,480,480,10,0,1,0,1,1,0,2
140,200,26,130,260,-10,60,1414,1,1,1,0,480,480,480,10,0,1,0,1,1,0,2
140,190,26,130,260,-10,70,1413,1,0,1,0,480,480,480,10,0,1,0,1,1,0,0
130,190,26,130,260,0,70,1412,1,0,0,1,480,10,480,480,0,1,0,1,0,0,3
130,200,26,130,260,0,60,1411,1,0,0,1,480,10,10,480,0,1,0,1,0,0,3
130,210,26,130,260,0,50,1410,1,0,0,1,480,10,10,480,0,1,0,1,0,0,3
130,220,26,130,260,0,40,1409,1,0,0,1,480,10,10,480,0,1,0,1,0,0,3
130,230,26,130,260,0,30,1408,1,0,0,1,480,10,10,480,0,1,0,1,0,0,3
130,240,26,130,260,0,20,1407,1,0,0,1,480,10,10,480,0,1,0,1,0,0,3
130,250,26,130,260,0,10,1406,1,0,0,1,480,10,10,480,0,1,0,1,0,0,3
130,260,27,410,170,280,-90,1506,1,0,0,1,480,10,10,480,1,0,1,0,0,1,3
130,270,27,410,170,280,-100,1505,1,0,0,1,480,10,10,480,1,0,1,0,0,1,3
130,280,27,410,170,280,-110,1504,1,1,0,1,480,480,10,480,1,0,1,0,0,1,3
130,290,27,410,170,280,-120,1503,1,1,0,1,480,480,10,480,1,0,1,0,0,1,3
130,300,27,410,170,280,-130,1502,1,1,0,1,480,480,10,480,1,0,1,0,0,1,3
130,310,27,410,170,280,-140,1501,0,1,0,1,480,480,10,480,1,0,1,0,0,1,1
140,310,27,410,170,270,-140,1500,0,1,1,1,10,480,40,480,1,0,1,0,0,1,1
150,310,27,410,170,260,-140,1499,0,1,1,1,10,480,40,480,1,0,1,0,0,1,1
160,310,27,410,170,250,-140,1498,0,1,1,1,10,480,40,480,1,0,1,0,0,1,1
170,310,27,410,170,240,-140,1497,0,1,1,1,10,480,480,480,1,0,1,0,0,1,1
180,310,27,410,170,230,-140,1496,0,1,1,1,10,480,480,480,1,0,1,0,0,1,1
190,310,27,410,170,220,-140,1495,0,1,1,0,10,480,480,480,1,0,1,0,0,1,2
190,300,27,410,170,220,-130,1494,0,1,1,0,60,480,480,10,1,0,1,0,0,1,1
200,300,27,410,170,210,-130,1493,0,1,1,1,10,480,480,480,1,0,1,0,0,1,1
210,300,27,410,170,200,-130,1492,0,1,1,1,10,480,480,480,1,0,1,0,0,1,1
220,300,27,410,170,190,-130,1491,0,1,1,0,10,480,480,480,1,0,1,0,0,1,2
220,290,27,410,170,190,-120,1490,0,1,1,0,90,480,480,10,1,0,1,0,0,1,1
230,290,27,410,170,180,-120,1489,0,1,1,1,10,480,480,480,1,0,1,0,0,1,1
240,290,27,410,170,170,-120,1488,0,1,1,0,10,480,480,480,1,0,1,0,0,1,2
240,280,27,410,170,170,-110,1487,0,1,1,0,110,480,480,10,1,0,1,0,0,1,1
250,280,27,410,170,160,-110,1486,0,1,1,1,10,480,480,480,1,0,1,0,0,1,1
260,280,27,410,170,150,-110,1485,0,1,1,0,10,480,480,480,1,0,1,0,0,1,2
260,270,27,410,170,150,-100,1484,0,1,1,0,130,480,480,10,1,0,1,0,0,1,1
270,270,27,410,170,140,-100,1483,0,1,1,0,10,480,480,480,1,0,1,0,0,1,2
270,260,27,410,170,140,-90,1482,0,1,1,0,140,480,480,10,1,0,1,0,0,1,1
280,260,27,410,170,130,-90,1481,0,1,1,0,10,480,480,480,1,0,1,0,0,1,2
280,250,27,410,170,130,-80,1480,1,1,1,0,480,480,480,10,1,0,1,0,0,1,2
280,240,27,410,170,130,-70,1479,0,1,1,0,480,480,480,10,1,0,1,0,0,1,1
290,240,27,410,170,120,-70,1478,0,1,1,0,10,480,480,480,1,0,1,0,0,1,2
290,230,27,410,170,120,-60,1477,0,1,1,0,480,480,480,10,1,0,1,0,0,1,1
300,230,27,410,170,110,-60,1476,0,1,1,1,10,480,480,480,1,0,1,0,0,1,1
310,230,27,410,170,100,-60,1475,0,1,1,1,10,480,480,480,1,0,1,0,0,1,1
320,230,27,410,170,90,-60,1474,0,1,1,1,10,480,480,480,1,0,1,0,0,1,1
330,230,27,410,170,80,-60,1473,0,1,1,1,10,480,480,480,1,0,1,0,0,1,1
340,230,27,410,170,70,-60,1472,0,1,1,1,10,480,480,480,1,0,1,0,0,1,1
350,230,27,410,170,60,-60,1471,0,1,1,1,10,480,480,480,1,0,1,0,0,1,1
360,230,27,410,170,50,-60,1470,0,1,1,1,10,480,480,480,1,0,1,0,0,1,1
370,230,27,410,170,40,-60,1469,0,1,1,1,10,480,480,480,1,0,1,0,0,1,1
380,230,27,410,170,30,-60,1468,0,1,1,1,10,480,480,480,1,0,1,0,0,1,1
390,230,27,410,170,20,-60,1467,0,1,1,1,10,480,480,480,1,0,1,0,0,1,1
400,230,27,410,170,10,-60,1466,0,1,1,1,10,480,480,480,1,0,1,0,0,1,1
410,230,27,410,170,0,-60,1465,0,1,1,0,10,480,480,480,0,1,1,0,0,0,2
410,220,27,410,170,0,-50,1464,1,1,1,0,480,480,480,10,0,1,1,0,0,0,2
410,210,27,410,170,0,-40,1463,1,1,1,0,480,480,480,10,0,1,1,0,0,0,2
410,200,27,410,170,0,-30,1462,1,1,1,0,480,480,480,10,0,1,1,0,0,0,2
410,190,27,410,170,0,-20,1461,1,1,1,0,480,480,480,10,0,1,1,0,0,0,2
410,180,27,410,170,0,-10,1460,1,1,1,0,480,480,480,10,0,1,1,0,0,0,2
410,170,28,410,420,0,250,1560,1,1,1,0,480,480,480,10,0,1,0,1,0,0,2
410,160,28,410,420,0,260,1559,1,0,1,0,480,480,480,10,0,1,0,1,0,0,0
400,160,28,410,420,10,260,1558,1,0,1,1,480,10,480,70,1,1,0,1,0,1,0
390,160,28,410,420,20,260,1557,1,0,1,1,480,10,480,70,1,1,0,1,0,1,0
380,160,28,410,420,30,260,1556,1,0,1,1,480,10,480,70,1,1,0,1,0,1,0
370,160,28,410,420,40,260,1555,1,0,1,1,480,10,480,70,1,1,0,1,0,1,0
360,160,28,410,420,50,260,1554,1,0,1,1,480,10,480,70,1,1,0,1,0,1,0
350,160,28,410,420,60,260,1553,1,0,1,1,480,10,480,70,1,1,0,1,0,1,0
340,160,28,410,420,70,260,1552,1,0,1,1,480,10,480,70,1,1,0,1,0,1,0
